Salary Structure,Grade Level,Step,Grade Level/Step,Annual Salary
CONPOSS,1,1,CONPOSS/1/1,97432.89
CONPOSS,2,1,CONPOSS/2/1,450621
CONPOSS,2,2,CONPOSS/2/2,455031.92
CONPOSS,2,3,CONPOSS/2/3,459442.84
CONPOSS,2,4,CONPOSS/2/4,463853.76
CONPOSS,2,5,CONPOSS/2/5,468264.68
CONPOSS,2,6,CONPOSS/2/6,472675.6
CONPOSS,2,7,CONPOSS/2/7,477086.53
CONPOSS,2,8,CONPOSS/2/8,481497.45
CONPOSS,2,9,CONPOSS/2/9,485908.37
CONPOSS,2,10,CONPOSS/2/10,490319.29
CONPOSS,3,1,CONPOSS/3/1,457818.65
CONPOSS,3,2,CONPOSS/3/2,463240.28
CONPOSS,3,3,CONPOSS/3/3,468661.91
CONPOSS,3,4,CONPOSS/3/4,474083.54
CONPOSS,3,5,CONPOSS/3/5,479505.17
CONPOSS,3,6,CONPOSS/3/6,484926.8
CONPOSS,3,7,CONPOSS/3/7,490348.43
CONPOSS,3,8,CONPOSS/3/8,495770.06
CONPOSS,3,9,CONPOSS/3/9,501191.69
CONPOSS,3,10,CONPOSS/3/10,506613.32
CONPOSS,4,1,CONPOSS/4/1,470845.9
CONPOSS,4,2,CONPOSS/4/2,477359.52
CONPOSS,4,3,CONPOSS/4/3,483873.15
CONPOSS,4,4,CONPOSS/4/4,490386.77
CONPOSS,4,5,CONPOSS/4/5,496900.4
CONPOSS,4,6,CONPOSS/4/6,503414.02
CONPOSS,4,7,CONPOSS/4/7,509927.64
CONPOSS,4,8,CONPOSS/4/8,516441.27
CONPOSS,4,9,CONPOSS/4/9,522954.89
CONPOSS,4,10,CONPOSS/4/10,529468.52
CONPOSS,5,1,CONPOSS/5/1,505895.55
CONPOSS,5,2,CONPOSS/5/2,513462.82
CONPOSS,5,3,CONPOSS/5/3,521030.1
CONPOSS,5,4,CONPOSS/5/4,528597.37
CONPOSS,5,5,CONPOSS/5/5,536164.65
CONPOSS,5,6,CONPOSS/5/6,543731.93
CONPOSS,5,7,CONPOSS/5/7,551299.2
CONPOSS,5,8,CONPOSS/5/8,558866.48
CONPOSS,5,9,CONPOSS/5/9,566433.75
CONPOSS,5,10,CONPOSS/5/10,574001.03
CONPOSS,6,1,CONPOSS/6/1,548079.96
CONPOSS,6,2,CONPOSS/6/2,557303.64
CONPOSS,6,3,CONPOSS/6/3,566527.31
CONPOSS,6,4,CONPOSS/6/4,575750.98
CONPOSS,6,5,CONPOSS/6/5,584974.65
CONPOSS,6,6,CONPOSS/6/6,594198.32
CONPOSS,6,7,CONPOSS/6/7,603422
CONPOSS,6,8,CONPOSS/6/8,612645.67
CONPOSS,6,9,CONPOSS/6/9,621869.34
CONPOSS,6,10,CONPOSS/6/10,631093.01
CONPOSS,7,1,CONPOSS/7/1,740798.57
CONPOSS,7,2,CONPOSS/7/2,755121.8
CONPOSS,7,3,CONPOSS/7/3,769445.02
CONPOSS,7,4,CONPOSS/7/4,783768.24
CONPOSS,7,5,CONPOSS/7/5,798091.47
CONPOSS,7,6,CONPOSS/7/6,812414.69
CONPOSS,7,7,CONPOSS/7/7,826737.92
CONPOSS,7,8,CONPOSS/7/8,841061.14
CONPOSS,7,9,CONPOSS/7/9,855384.37
CONPOSS,7,10,CONPOSS/7/10,869707.59
CONPOSS,8,1,CONPOSS/8/1,1363391.82
CONPOSS,8,2,CONPOSS/8/2,1380438.89
CONPOSS,8,3,CONPOSS/8/3,1397485.97
CONPOSS,8,4,CONPOSS/8/4,1414533.04
CONPOSS,8,5,CONPOSS/8/5,1431580.12
CONPOSS,8,6,CONPOSS/8/6,1448627.19
CONPOSS,8,7,CONPOSS/8/7,1465674.27
CONPOSS,8,8,CONPOSS/8/8,1482721.35
CONPOSS,8,9,CONPOSS/8/9,1499768.42
CONPOSS,8,10,CONPOSS/8/10,1516815.5
CONPOSS,9,1,CONPOSS/9/1,1440619.75
CONPOSS,9,2,CONPOSS/9/2,1460916.73
CONPOSS,9,3,CONPOSS/9/3,1481213.72
CONPOSS,9,4,CONPOSS/9/4,1501510.7
CONPOSS,9,5,CONPOSS/9/5,1521807.69
CONPOSS,9,6,CONPOSS/9/6,1542104.68
CONPOSS,9,7,CONPOSS/9/7,1562401.66
CONPOSS,9,8,CONPOSS/9/8,1582698.65
CONPOSS,9,9,CONPOSS/9/9,1602995.63
CONPOSS,9,10,CONPOSS/9/10,1623292.62
CONPOSS,10,1,CONPOSS/10/1,1552966.34
CONPOSS,10,2,CONPOSS/10/2,1575286.28
CONPOSS,10,3,CONPOSS/10/3,1597606.21
CONPOSS,10,4,CONPOSS/10/4,1619926.15
CONPOSS,10,5,CONPOSS/10/5,1642246.08
CONPOSS,10,6,CONPOSS/10/6,1664566.02
CONPOSS,10,7,CONPOSS/10/7,1686885.96
CONPOSS,10,8,CONPOSS/10/8,1709205.89
CONPOSS,10,9,CONPOSS/10/9,1731525.83
CONPOSS,10,10,CONPOSS/10/10,1753845.76
CONPOSS,11,1,CONPOSS/11/1,1677909.21
CONPOSS,11,2,CONPOSS/11/2,1712529.42
CONPOSS,11,3,CONPOSS/11/3,1747149.63
CONPOSS,11,4,CONPOSS/11/4,1781769.84
CONPOSS,11,5,CONPOSS/11/5,1816390.05
CONPOSS,11,6,CONPOSS/11/6,1851010.26
CONPOSS,11,7,CONPOSS/11/7,1885630.47
CONPOSS,11,8,CONPOSS/11/8,1920250.68
CONPOSS,12,1,CONPOSS/12/1,1776288.4
CONPOSS,12,2,CONPOSS/12/2,1812891.68
CONPOSS,12,3,CONPOSS/12/3,1849494.96
CONPOSS,12,4,CONPOSS/12/4,1886098.25
CONPOSS,12,5,CONPOSS/12/5,1922701.53
CONPOSS,12,6,CONPOSS/12/6,1959304.82
CONPOSS,12,7,CONPOSS/12/7,1995908.1
CONPOSS,12,8,CONPOSS/12/8,2032511.39
CONPOSS,13,1,CONPOSS/13/1,1879678.18
CONPOSS,13,2,CONPOSS/13/2,1919086.6
CONPOSS,13,3,CONPOSS/13/3,1958495.02
CONPOSS,13,4,CONPOSS/13/4,1997903.45
CONPOSS,13,5,CONPOSS/13/5,2037311.87
CONPOSS,13,6,CONPOSS/13/6,2076720.29
CONPOSS,13,7,CONPOSS/13/7,2116128.71
CONPOSS,13,8,CONPOSS/13/8,2155537.13
CONPOSS,14,1,CONPOSS/14/1,2483745.86
CONPOSS,14,2,CONPOSS/14/2,2536439.19
CONPOSS,14,3,CONPOSS/14/3,2589132.53
CONPOSS,14,4,CONPOSS/14/4,2641825.86
CONPOSS,14,5,CONPOSS/14/5,2694519.19
CONPOSS,14,6,CONPOSS/14/6,2747212.52
CONPOSS,14,7,CONPOSS/14/7,2799905.85
CONPOSS,15,1,CONPOSS/15/1,2699037.47
CONPOSS,15,2,CONPOSS/15/2,2762367.01
CONPOSS,15,3,CONPOSS/15/3,2825696.55
CONPOSS,15,4,CONPOSS/15/4,2889026.09
CONPOSS,15,5,CONPOSS/15/5,2952355.63
CONPOSS,15,6,CONPOSS/15/6,3015685.17
CONPOSS,16,1,CONPOSS/16/1,5445504
CONPOSS,16,2,CONPOSS/16/2,5557143.86
CONPOSS,16,3,CONPOSS/16/3,5675276.58
CONPOSS,16,4,CONPOSS/16/4,5787383.75
CONPOSS,16,5,CONPOSS/16/5,5903079.5
CONPASS,1,1,CONPASS/1/1,97432.89
CONPASS,2,1,CONPASS/2/1,450621
CONPASS,2,2,CONPASS/2/2,455031.92
CONPASS,2,3,CONPASS/2/3,459442.84
CONPASS,2,4,CONPASS/2/4,463853.76
CONPASS,2,5,CONPASS/2/5,468264.68
CONPASS,2,6,CONPASS/2/6,472675.6
CONPASS,2,7,CONPASS/2/7,477086.53
CONPASS,2,8,CONPASS/2/8,481497.45
CONPASS,2,9,CONPASS/2/9,485908.37
CONPASS,2,10,CONPASS/2/10,490319.29
CONPASS,3,1,CONPASS/3/1,457818.65
CONPASS,3,2,CONPASS/3/2,463240.28
CONPASS,3,3,CONPASS/3/3,468661.91
CONPASS,3,4,CONPASS/3/4,474083.54
CONPASS,3,5,CONPASS/3/5,479505.17
CONPASS,3,6,CONPASS/3/6,484926.8
CONPASS,3,7,CONPASS/3/7,490348.43
CONPASS,3,8,CONPASS/3/8,495770.06
CONPASS,3,9,CONPASS/3/9,501191.69
CONPASS,3,10,CONPASS/3/10,506613.32
CONPASS,4,1,CONPASS/4/1,470845.9
CONPASS,4,2,CONPASS/4/2,477359.52
CONPASS,4,3,CONPASS/4/3,483873.15
CONPASS,4,4,CONPASS/4/4,490386.77
CONPASS,4,5,CONPASS/4/5,496900.4
CONPASS,4,6,CONPASS/4/6,503414.02
CONPASS,4,7,CONPASS/4/7,509927.64
CONPASS,4,8,CONPASS/4/8,516441.27
CONPASS,4,9,CONPASS/4/9,522954.89
CONPASS,4,10,CONPASS/4/10,529468.52
CONPASS,5,1,CONPASS/5/1,505895.55
CONPASS,5,2,CONPASS/5/2,513462.82
CONPASS,5,3,CONPASS/5/3,521030.1
CONPASS,5,4,CONPASS/5/4,528597.37
CONPASS,5,5,CONPASS/5/5,536164.65
CONPASS,5,6,CONPASS/5/6,543731.93
CONPASS,5,7,CONPASS/5/7,551299.2
CONPASS,5,8,CONPASS/5/8,558866.48
CONPASS,5,9,CONPASS/5/9,566433.75
CONPASS,5,10,CONPASS/5/10,574001.03
CONPASS,6,1,CONPASS/6/1,548079.96
CONPASS,6,2,CONPASS/6/2,557303.64
CONPASS,6,3,CONPASS/6/3,566527.31
CONPASS,6,4,CONPASS/6/4,575750.98
CONPASS,6,5,CONPASS/6/5,584974.65
CONPASS,6,6,CONPASS/6/6,594198.32
CONPASS,6,7,CONPASS/6/7,603422
CONPASS,6,8,CONPASS/6/8,612645.67
CONPASS,6,9,CONPASS/6/9,621869.34
CONPASS,6,10,CONPASS/6/10,631093.01
CONPASS,7,1,CONPASS/7/1,740798.57
CONPASS,7,2,CONPASS/7/2,755121.8
CONPASS,7,3,CONPASS/7/3,769445.02
CONPASS,7,4,CONPASS/7/4,783768.24
CONPASS,7,5,CONPASS/7/5,798091.47
CONPASS,7,6,CONPASS/7/6,812414.69
CONPASS,7,7,CONPASS/7/7,826737.92
CONPASS,7,8,CONPASS/7/8,841061.14
CONPASS,7,9,CONPASS/7/9,855384.37
CONPASS,7,10,CONPASS/7/10,869707.59
CONPASS,8,1,CONPASS/8/1,1363391.82
CONPASS,8,2,CONPASS/8/2,1380438.89
CONPASS,8,3,CONPASS/8/3,1397485.97
CONPASS,8,4,CONPASS/8/4,1414533.04
CONPASS,8,5,CONPASS/8/5,1431580.12
CONPASS,8,6,CONPASS/8/6,1448627.19
CONPASS,8,7,CONPASS/8/7,1465674.27
CONPASS,8,8,CONPASS/8/8,1482721.35
CONPASS,8,9,CONPASS/8/9,1499768.42
CONPASS,8,10,CONPASS/8/10,1516815.5
CONPASS,9,1,CONPASS/9/1,1440619.75
CONPASS,9,2,CONPASS/9/2,1460916.73
CONPASS,9,3,CONPASS/9/3,1481213.72
CONPASS,9,4,CONPASS/9/4,1501510.7
CONPASS,9,5,CONPASS/9/5,1521807.69
CONPASS,9,6,CONPASS/9/6,1542104.68
CONPASS,9,7,CONPASS/9/7,1562401.66
CONPASS,9,8,CONPASS/9/8,1582698.65
CONPASS,9,9,CONPASS/9/9,1602995.63
CONPASS,9,10,CONPASS/9/10,1623292.62
CONPASS,10,1,CONPASS/10/1,1552966.34
CONPASS,10,2,CONPASS/10/2,1575286.28
CONPASS,10,3,CONPASS/10/3,1597606.21
CONPASS,10,4,CONPASS/10/4,1619926.15
CONPASS,10,5,CONPASS/10/5,1642246.08
CONPASS,10,6,CONPASS/10/6,1664566.02
CONPASS,10,7,CONPASS/10/7,1686885.96
CONPASS,10,8,CONPASS/10/8,1709205.89
CONPASS,10,9,CONPASS/10/9,1731525.83
CONPASS,10,10,CONPASS/10/10,1753845.76
CONPASS,11,1,CONPASS/11/1,1677909.21
CONPASS,11,2,CONPASS/11/2,1712529.42
CONPASS,11,3,CONPASS/11/3,1747149.63
CONPASS,11,4,CONPASS/11/4,1781769.84
CONPASS,11,5,CONPASS/11/5,1816390.05
CONPASS,11,6,CONPASS/11/6,1851010.26
CONPASS,11,7,CONPASS/11/7,1885630.47
CONPASS,11,8,CONPASS/11/8,1920250.68
CONPASS,12,1,CONPASS/12/1,1776288.4
CONPASS,12,2,CONPASS/12/2,1812891.68
CONPASS,12,3,CONPASS/12/3,1849494.96
CONPASS,12,4,CONPASS/12/4,1886098.25
CONPASS,12,5,CONPASS/12/5,1922701.53
CONPASS,12,6,CONPASS/12/6,1959304.82
CONPASS,12,7,CONPASS/12/7,1995908.1
CONPASS,12,8,CONPASS/12/8,2032511.39
CONPASS,13,1,CONPASS/13/1,1879678.18
CONPASS,13,2,CONPASS/13/2,1919086.6
CONPASS,13,3,CONPASS/13/3,1958495.02
CONPASS,13,4,CONPASS/13/4,1997903.45
CONPASS,13,5,CONPASS/13/5,2037311.87
CONPASS,13,6,CONPASS/13/6,2076720.29
CONPASS,13,7,CONPASS/13/7,2116128.71
CONPASS,13,8,CONPASS/13/8,2155537.13
CONPASS,14,1,CONPASS/14/1,2483745.86
CONPASS,14,2,CONPASS/14/2,2536439.19
CONPASS,14,3,CONPASS/14/3,2589132.53
CONPASS,14,4,CONPASS/14/4,2641825.86
CONPASS,14,5,CONPASS/14/5,2694519.19
CONPASS,14,6,CONPASS/14/6,2747212.52
CONPASS,14,7,CONPASS/14/7,2799905.85
CONPASS,15,1,CONPASS/15/1,2699037.47
CONPASS,15,2,CONPASS/15/2,2762367.01
CONPASS,15,3,CONPASS/15/3,2825696.55
CONPASS,15,4,CONPASS/15/4,2889026.09
CONPASS,15,5,CONPASS/15/5,2952355.63
CONPASS,15,6,CONPASS/15/6,3015685.17
CONPASS,16,1,CONPASS/16/1,5445504
CONPASS,16,2,CONPASS/16/2,5557143.86
CONPASS,16,3,CONPASS/16/3,5675276.58
CONPASS,16,4,CONPASS/16/4,5787383.75
CONPASS,16,5,CONPASS/16/5,5903079.5
CONMESS,1,1,CONMESS/1/1,1305688
CONMESS,2,1,CONMESS/2/1,1551786.29
CONMESS,2,2,CONMESS/2/2,1590117.03
CONMESS,2,3,CONMESS/2/3,1628447.78
CONMESS,2,4,CONMESS/2/4,1666778.52
CONMESS,2,5,CONMESS/2/5,1705109.27
CONMESS,2,6,CONMESS/2/6,1743440.01
CONMESS,2,7,CONMESS/2/7,1781770.76
CONMESS,2,8,CONMESS/2/8,1820101.5
CONMESS,2,9,CONMESS/2/9,1858432.25
CONMESS,2,10,CONMESS/2/10,1896762.99
CONMESS,2,11,CONMESS/2/11,1935094.05
CONMESS,3,1,CONMESS/3/1,1845556.65
CONMESS,3,2,CONMESS/3/2,1887304.53
CONMESS,3,3,CONMESS/3/3,1929052.52
CONMESS,3,4,CONMESS/3/4,1970800.4
CONMESS,3,5,CONMESS/3/5,2012548.38
CONMESS,3,6,CONMESS/3/6,2054296.26
CONMESS,3,7,CONMESS/3/7,2096044.25
CONMESS,3,8,CONMESS/3/8,2137792.13
CONMESS,3,9,CONMESS/3/9,2179540.11
CONMESS,3,10,CONMESS/3/10,2221287.99
CONMESS,3,11,CONMESS/3/11,2263036.5
CONMESS,4,1,CONMESS/4/1,2193424.85
CONMESS,4,2,CONMESS/4/2,2251604.07
CONMESS,4,3,CONMESS/4/3,2309783.3
CONMESS,4,4,CONMESS/4/4,2367962.52
CONMESS,4,5,CONMESS/4/5,2426141.75
CONMESS,4,6,CONMESS/4/6,2484320.97
CONMESS,4,7,CONMESS/4/7,2542500.2
CONMESS,4,8,CONMESS/4/8,2600679.42
CONMESS,4,9,CONMESS/4/9,2658858.65
CONMESS,4,10,CONMESS/4/10,2717037.87
CONMESS,4,11,CONMESS/4/11,2775217.2
CONMESS,5,1,CONMESS/5/1,2775425.87
CONMESS,5,2,CONMESS/5/2,2858441.96
CONMESS,5,3,CONMESS/5/3,2941458.05
CONMESS,5,4,CONMESS/5/4,3024474.14
CONMESS,5,5,CONMESS/5/5,3107490.23
CONMESS,5,6,CONMESS/5/6,3190506.32
CONMESS,5,7,CONMESS/5/7,3273522.41
CONMESS,5,8,CONMESS/5/8,3356538.5
CONMESS,5,9,CONMESS/5/9,3439554.9
CONMESS,6,1,CONMESS/6/1,3419418.02
CONMESS,6,2,CONMESS/6/2,3517865.82
CONMESS,6,3,CONMESS/6/3,3616313.63
CONMESS,6,4,CONMESS/6/4,3714761.43
CONMESS,6,5,CONMESS/6/5,3813209.24
CONMESS,6,6,CONMESS/6/6,3911657.04
CONMESS,6,7,CONMESS/6/7,4010104.85
CONMESS,6,8,CONMESS/6/8,4108552.65
CONMESS,6,9,CONMESS/6/9,4207000.35
CONMESS,7,1,CONMESS/7/1,4222544.37
CONMESS,7,2,CONMESS/7/2,4335751.37
CONMESS,7,3,CONMESS/7/3,4448958.26
CONMESS,7,4,CONMESS/7/4,4562165.25
CONMESS,7,5,CONMESS/7/5,4675372.14
CONMESS,7,6,CONMESS/7/6,4788579.14
CONMESS,7,7,CONMESS/7/7,4901786.03
CONMESS,7,8,CONMESS/7/8,5014993.02
CONMESS,7,9,CONMESS/7/9,5128199.7
CONUASS,1,1,CONUASS/1/1,1263377.48
CONUASS,1,2,CONUASS/1/2,1300255.37
CONUASS,1,3,CONUASS/1/3,1337133.26
CONUASS,1,4,CONUASS/1/4,1374011.16
CONUASS,1,5,CONUASS/1/5,1410889.05
CONUASS,1,6,CONUASS/1/6,1447766.94
CONUASS,2,1,CONUASS/2/1,1451070.99
CONUASS,2,2,CONUASS/2/2,1494474.09
CONUASS,2,3,CONUASS/2/3,1537879.33
CONUASS,2,4,CONUASS/2/4,1581284.19
CONUASS,2,5,CONUASS/2/5,1624688.29
CONUASS,2,6,CONUASS/2/6,1668092.99
CONUASS,2,7,CONUASS/2/7,1711497.39
CONUASS,2,8,CONUASS/2/8,1754901.79
CONUASS,3,1,CONUASS/3/1,1649508.92
CONUASS,3,2,CONUASS/3/2,1696670.58
CONUASS,3,3,CONUASS/3/3,1743832.24
CONUASS,3,4,CONUASS/3/4,1790993.9
CONUASS,3,5,CONUASS/3/5,1838155.55
CONUASS,3,6,CONUASS/3/6,1885317.21
CONUASS,3,7,CONUASS/3/7,1932478.87
CONUASS,3,8,CONUASS/3/8,1979640.15
CONUASS,4,1,CONUASS/4/1,2079994.89
CONUASS,4,2,CONUASS/4/2,2155496.87
CONUASS,4,3,CONUASS/4/3,2230998.24
CONUASS,4,4,CONUASS/4/4,2306500.83
CONUASS,4,5,CONUASS/4/5,2382002.81
CONUASS,4,6,CONUASS/4/6,2457504.26
CONUASS,4,7,CONUASS/4/7,2533006.77
CONUASS,4,8,CONUASS/4/8,2608508.75
CONUASS,4,9,CONUASS/4/9,2684010.28
CONUASS,5,1,CONUASS/5/1,3091504.78
CONUASS,5,2,CONUASS/5/2,3205171.58
CONUASS,5,3,CONUASS/5/3,3318838.38
CONUASS,5,4,CONUASS/5/4,3432505.18
CONUASS,5,5,CONUASS/5/5,3546171.98
CONUASS,5,6,CONUASS/5/6,3659838.79
CONUASS,5,7,CONUASS/5/7,3773505.59
CONUASS,5,8,CONUASS/5/8,3887172.39
CONUASS,5,9,CONUASS/5/9,4000839.19
CONUASS,5,10,CONUASS/5/10,4114505.99
CONUASS,5,11,CONUASS/5/11,4228172.79
CONUASS,5,12,CONUASS/5/12,4341839.59
CONUASS,5,13,CONUASS/5/13,4455506.4
CONUASS,6,1,CONUASS/6/1,3768220.61
CONUASS,6,2,CONUASS/6/2,3905612.68
CONUASS,6,3,CONUASS/6/3,4043004.74
CONUASS,6,4,CONUASS/6/4,4180396.81
CONUASS,6,5,CONUASS/6/5,4317788.88
CONUASS,6,6,CONUASS/6/6,4455180.94
CONUASS,6,7,CONUASS/6/7,4592573.01
CONUASS,6,8,CONUASS/6/8,4729965.08
CONUASS,6,9,CONUASS/6/9,4867357.14
CONUASS,6,10,CONUASS/6/10,5004749.9
CONUASS,7,1,CONUASS/7/1,4580349
CONUASS,7,2,CONUASS/7/2,4740328
CONUASS,7,3,CONUASS/7/3,4900308
CONUASS,7,4,CONUASS/7/4,5060287
CONUASS,7,5,CONUASS/7/5,5220265
CONUASS,7,6,CONUASS/7/6,5380245
CONUASS,7,7,CONUASS/7/7,5540225
CONUASS,7,8,CONUASS/7/8,5700206
CONUASS,7,9,CONUASS/7/9,5860184
CONUASS,7,10,CONUASS/7/10,6020163
CONPCASS,1,1,CONPCASS/1/1,1073217.31
CONPCASS,1,2,CONPCASS/1/2,1110095.13
CONPCASS,1,3,CONPCASS/1/3,1146972.94
CONPCASS,1,4,CONPCASS/1/4,1183850.76
CONPCASS,1,5,CONPCASS/1/5,1220728.58
CONPCASS,1,6,CONPCASS/1/6,1257606.39
CONPCASS,1,7,CONPCASS/1/7,1294484.21
CONPCASS,1,8,CONPCASS/1/8,1331362.03
CONPCASS,1,9,CONPCASS/1/9,1368239.84
CONPCASS,1,10,CONPCASS/1/10,1405117.66
CONPCASS,1,11,CONPCASS/1/11,1441995.48
CONPCASS,1,12,CONPCASS/1/12,1478874.83
CONPCASS,1,13,CONPCASS/1/13,1515752.64
CONPCASS,1,14,CONPCASS/1/14,1552630.46
CONPCASS,1,15,CONPCASS/1/15,1589508.28
CONPCASS,2,1,CONPCASS/2/1,1247853.6
CONPCASS,2,2,CONPCASS/2/2,1291257.31
CONPCASS,2,3,CONPCASS/2/3,1334661.02
CONPCASS,2,4,CONPCASS/2/4,1378066.26
CONPCASS,2,5,CONPCASS/2/5,1421469.97
CONPCASS,2,6,CONPCASS/2/6,1464875.21
CONPCASS,2,7,CONPCASS/2/7,1508278.92
CONPCASS,2,8,CONPCASS/2/8,1551684.17
CONPCASS,2,9,CONPCASS/2/9,1595087.88
CONPCASS,2,10,CONPCASS/2/10,1638493.12
CONPCASS,2,11,CONPCASS/2/11,1681896.83
CONPCASS,2,12,CONPCASS/2/12,1725302.07
CONPCASS,2,13,CONPCASS/2/13,1768705.78
CONPCASS,2,14,CONPCASS/2/14,1812109.49
CONPCASS,2,15,CONPCASS/2/15,1855514.74
CONPCASS,3,1,CONPCASS/3/1,1449363.37
CONPCASS,3,2,CONPCASS/3/2,1496524.65
CONPCASS,3,3,CONPCASS/3/3,1543687.45
CONPCASS,3,4,CONPCASS/3/4,1590848.73
CONPCASS,3,5,CONPCASS/3/5,1638010
CONPCASS,3,6,CONPCASS/3/6,1685171.28
CONPCASS,3,7,CONPCASS/3/7,1732334.09
CONPCASS,3,8,CONPCASS/3/8,1779495.36
CONPCASS,3,9,CONPCASS/3/9,1826656.64
CONPCASS,3,10,CONPCASS/3/10,1873817.91
CONPCASS,3,11,CONPCASS/3/11,1920980.72
CONPCASS,3,12,CONPCASS/3/12,1968142
CONPCASS,3,13,CONPCASS/3/13,2015303.27
CONPCASS,3,14,CONPCASS/3/14,2062464.55
CONPCASS,3,15,CONPCASS/3/15,2109627.36
CONPCASS,4,1,CONPCASS/4/1,1632502.03
CONPCASS,4,2,CONPCASS/4/2,1703912.48
CONPCASS,4,3,CONPCASS/4/3,1775322.93
CONPCASS,4,4,CONPCASS/4/4,1846733.38
CONPCASS,4,5,CONPCASS/4/5,1918143.84
CONPCASS,4,6,CONPCASS/4/6,1989554.29
CONPCASS,4,7,CONPCASS/4/7,2060964.74
CONPCASS,4,8,CONPCASS/4/8,2132375.19
CONPCASS,4,9,CONPCASS/4/9,2203785.65
CONPCASS,4,10,CONPCASS/4/10,2275196.1
CONPCASS,4,11,CONPCASS/4/11,2346606.55
CONPCASS,5,1,CONPCASS/5/1,1823167.47
CONPCASS,5,2,CONPCASS/5/2,1898669.99
CONPCASS,5,3,CONPCASS/5/3,1974170.97
CONPCASS,5,4,CONPCASS/5/4,2049673.49
CONPCASS,5,5,CONPCASS/5/5,2125176.01
CONPCASS,5,6,CONPCASS/5/6,2200676.99
CONPCASS,5,7,CONPCASS/5/7,2276179.51
CONPCASS,5,8,CONPCASS/5/8,2351682.02
CONPCASS,5,9,CONPCASS/5/9,2427183.01
CONPCASS,5,10,CONPCASS/5/10,2502685.53
CONPCASS,5,11,CONPCASS/5/11,2578126.69
CONPCASS,6,1,CONPCASS/6/1,2014717.4
CONPCASS,6,2,CONPCASS/6/2,2095998.9
CONPCASS,6,3,CONPCASS/6/3,2177278.86
CONPCASS,6,4,CONPCASS/6/4,2258558.83
CONPCASS,6,5,CONPCASS/6/5,2339840.33
CONPCASS,6,6,CONPCASS/6/6,2421120.29
CONPCASS,6,7,CONPCASS/6/7,2502401.79
CONPCASS,6,8,CONPCASS/6/8,2583681.76
CONPCASS,6,9,CONPCASS/6/9,2664963.25
CONPCASS,6,10,CONPCASS/6/10,2746243.22
CONPCASS,6,11,CONPCASS/6/11,2827524.72
CONPCASS,7,1,CONPCASS/7/1,2723069.01
CONPCASS,7,2,CONPCASS/7/2,2836736.12
CONPCASS,7,3,CONPCASS/7/3,2950403.23
CONPCASS,7,4,CONPCASS/7/4,3064070.34
CONPCASS,7,5,CONPCASS/7/5,3177737.45
CONPCASS,7,6,CONPCASS/7/6,3291403.02
CONPCASS,7,7,CONPCASS/7/7,3405070.13
CONPCASS,7,8,CONPCASS/7/8,3518737.24
CONPCASS,7,9,CONPCASS/7/9,3632404.34
CONPCASS,8,1,CONPCASS/8/1,3352333.85
CONPCASS,8,2,CONPCASS/8/2,3489725.77
CONPCASS,8,3,CONPCASS/8/3,3627119.21
CONPCASS,8,4,CONPCASS/8/4,3764511.13
CONPCASS,8,5,CONPCASS/8/5,3901903.04
CONPCASS,8,6,CONPCASS/8/6,4039294.95
CONPCASS,8,7,CONPCASS/8/7,4176686.87
CONPCASS,8,8,CONPCASS/8/8,4314078.78
CONPCASS,8,9,CONPCASS/8/9,4451470.69
CONPCASS,9,1,CONPCASS/9/1,4116868.08
CONPCASS,9,2,CONPCASS/9/2,4276847.64
CONPCASS,9,3,CONPCASS/9/3,4436827.2
CONPCASS,9,4,CONPCASS/9/4,4595246.76
CONPCASS,9,5,CONPCASS/9/5,4756786.32
CONPCASS,9,6,CONPCASS/9/6,4916764.32
CONPCASS,9,7,CONPCASS/9/7,5076745.44
CONPCASS,9,8,CONPCASS/9/8,5236723.44
CONPCASS,9,9,CONPCASS/9/9,5396703
CONTEDISS,1,1,CONTEDISS/1/1,293051.34
CONTEDISS,1,2,CONTEDISS/1/2,301403.34
CONTEDISS,1,3,CONTEDISS/1/3,309755.33
CONTEDISS,1,4,CONTEDISS/1/4,318107.32
CONTEDISS,1,5,CONTEDISS/1/5,326459.32
CONTEDISS,1,6,CONTEDISS/1/6,334811.31
CONTEDISS,1,7,CONTEDISS/1/7,343163.3
CONTEDISS,1,8,CONTEDISS/1/8,351515.3
CONTEDISS,1,9,CONTEDISS/1/9,359867.29
CONTEDISS,1,10,CONTEDISS/1/10,368219.28
CONTEDISS,1,11,CONTEDISS/1/11,376571.28
CONTEDISS,1,12,CONTEDISS/1/12,384923.27
CONTEDISS,1,13,CONTEDISS/1/13,393275.26
CONTEDISS,1,14,CONTEDISS/1/14,401627.26
CONTEDISS,1,15,CONTEDISS/1/15,409979.25
CONTEDISS,2,1,CONTEDISS/2/1,297109.74
CONTEDISS,2,2,CONTEDISS/2/2,307375.87
CONTEDISS,2,3,CONTEDISS/2/3,317642
CONTEDISS,2,4,CONTEDISS/2/4,327908.13
CONTEDISS,2,5,CONTEDISS/2/5,338174.26
CONTEDISS,2,6,CONTEDISS/2/6,348440.38
CONTEDISS,2,7,CONTEDISS/2/7,358706.51
CONTEDISS,2,8,CONTEDISS/2/8,368972.64
CONTEDISS,2,9,CONTEDISS/2/9,379238.77
CONTEDISS,2,10,CONTEDISS/2/10,389504.89
CONTEDISS,2,11,CONTEDISS/2/11,399771.02
